5 94.1
10 92.6
15 88.4
20 79
25 70.6
30 60.9
35 48.5
40 34.2
45 20.09
50 8.56
55 2.127
59 0.38
60 1.091
65 13.48
70 52.1
75 90.5
80 237.4
85 543
